,Title,Authors,Year,Source title,Document Type,Cited by,Abstract,Author Keywords,Affiliations,Authors with affiliations
105,Multifunctional amino acids empowering bifunctional biosensing platform for depression study,Yang S.; Feng W.; Xue L.; Yin M.; Li B.; Lu L.; Dai F.; Jiao J.; Chen Q.,2022,Biosensors and Bioelectronics,Article,2,,,,
106,Fault-tolerant operation of a logical qubit in a diamond quantum processor,Abobeih M.H.; Wang Y.; Randall J.; Loenen S.J.H.; Bradley C.E.; Markham M.; Twitchen D.J.; Terhal B.M.; Taminiau T.H.,2022,Nature,Article,42,,,,
107,Biodegradable zwitterionic poly(carboxybetaine) microgel for sustained delivery of antibodies with extended stability and preserved function,Erfani A.; Hanna A.; Zarrintaj P.; Manouchehri S.; Weigandt K.; Aichele C.P.; Ramsey J.D.,2021,Soft Matter,Article,13,,,,
108,Design Method for Improving Damping Characteristics of Virtual Synchronous Generator; [改善虚拟同步发电机阻尼特性的设计方法],Ma Y.; Yang H.; Qu Z.; Xin H.; Han J.,2021,Dianwang Jishu/Power System Technology,Article,19,,,,
109,Protein-assisted biomimetic synthesis of nanoscale gadolinium-integrated polypyrrole for synergetic and ultrasensitive electrochemical assays of nicardipine in biological samples,Mutharani B.; Tsai H.-C.; Lai J.-Y.; Chen S.-M.,2022,Analytica Chimica Acta,Article,3,,,,
110,MODELING AND VERIFICATION OF FIRING DYNAMICS OF A MULTIPLE LAUNCH ROCKET SYSTEM,Aydın B.; Ünver H.Ö.,2022,"ASME International Mechanical Engineering Congress and Exposition, Proceedings (IMECE)",Conference paper,0,,,,
111,Broad Chiroptical Activity from Ultraviolet to Short-Wave Infrared by Chirality Transfer from Molecular to Micrometer Scale,Park K.H.; Kwon J.; Jeong U.; Kim J.-Y.; Kotov N.A.; Yeom J.,2021,ACS Nano,Article,11,,,,
112,CO2-responsive Pickering emulsions stabilized by soft protein particles for interfacial biocatalysis,Xi Y.; Liu B.; Wang S.; Wei S.; Yin S.; Ngai T.; Yang X.,2022,Chemical Science,Article,12,,,,
113,MLSS-VO: A Multi-Level Scale Stabilizer with Self-Supervised Features for Monocular Visual Odometry in Target Tracking,Wang Z.; Yang S.; Shi M.; Qin K.,2022,Electronics (Switzerland),Article,0,,,,
114,FULL ELECTRIC HELICOPTER ANTI-TORQUE,Stoll M.; Arnold U.T.P.; Hupfer C.; Stuckmann C.; Bichlmaier S.; Mindt M.; Seher-Weiß S.; Hibler S.; Thielecke F.,2022,"48rd European Rotorcraft Forum, ERF 2022",Conference paper,1,,,,
115,"Green, scalable, low cost and reproducible flow synthesis of biocompatible PEG-functionalized iron oxide nanoparticles",Mahin J.; Franck C.O.; Fanslau L.; Patra H.K.; Mantle M.D.; Fruk L.; Torrente-Murciano L.,2021,Reaction Chemistry and Engineering,Article,12,,,,
116,Virtual outcrops in a pocket: Smartphone as a fully equipped photogrammetric data acquisition tool,Corradetti A.; Seers T.D.; Billi A.; Tavani S.,2021,GSA Today,Article,9,,,,
117,Chemical synthesis of silver nanoparticles in its solid state: Highly efficient antimicrobial cotton fabrics for wound healing properties,El-Naggar M.E.; Emam H.A.; Fatthalla M.I.; Abdel-Aziz M.S.; Zahran M.K.,2021,Egyptian Journal of Chemistry,Article,13,,,,
118,Challenges in design of an on-board power supply system for a tethered unmanned aerial telecommunication platform,Vishnevsky V.M.; Morozov V.P.; Alikin K.A.,2021,Journal of Physics: Conference Series,Conference paper,0,,,,
119,A Reaction-Based Stabilizer for Nonmodel-Based Vibration Control of Cable-Driven Parallel Robots,Jamshidifar H.; Rushton M.; Khajepour A.,2021,IEEE Transactions on Robotics,Article,9,,,,
120,Twirling and Hamiltonian engineering via dynamical decoupling for Gottesman-Kitaev-Preskill quantum computing,Conrad J.,2021,Physical Review A,Article,7,,,,
121,Design a Robust Control Platform for Grid Connected Synchronous Generator,Tabassum F.; Hussain M.S.; Rana M.S.,2022,Lecture Notes in Electrical Engineering,Conference paper,0,,,,
122,Musculoskeletal and psychological assessments used in quantitatively based studies about musicians’ health in brass players: A systematic literature review,Herrmann N.; Just M.; Zalpour C.; Möller D.,2021,Journal of Bodywork and Movement Therapies,Article,2,,,,
123,Inhalable microparticle platform based on a novel shell-forming lipid excipient and its feasibility for respirable delivery of biologics,Wang H.; Connaughton P.; Lachacz K.; Carrigy N.; Ordoubadi M.; Lechuga-Ballesteros D.; Vehring R.,2022,European Journal of Pharmaceutics and Biopharmaceutics,Article,4,,,,
124,Tailor-made urethane-linked alkyl-celluloses: a promising stabilizer for oil-in-oil Pickering emulsions,Tan J.; Ruan S.; Zhang M.; He H.; Song S.; Yang B.; Nie J.; Zhang Q.,2022,Polymer Chemistry,Article,1,,,,
125,A Nanocrystal Platform Based on Metal-Phenolic Network Wrapping for Drug Solubilization,Huang F.; Jiang X.; Sallam M.A.; Zhang X.; He W.,2022,AAPS PharmSciTech,Article,4,,,,
126,Construction of a novel electrochemical sensing platform to investigate the effect of temperature on superoxide anions from cells and superoxide dismutase enzyme activity,Liu F.; Yu R.; Wei H.; Wu J.; He N.; Liu X.,2022,Analytica Chimica Acta,Article,6,,,,
127,Silver nanoparticles modified by water-soluble leaning tower[6]arenes for sensing and catalysis,Zhang Y.; Li Z.; Meng S.; Dong A.; Yang Y.-W.,2022,Chemical Communications,Article,6,,,,
128,A Wearable Electrochemical Sensing System for Non-Invasive Monitoring of Lithium Drug in Bipolar Disorder,Criscuolo F.; Cantu F.; Taurino I.; Carrara S.; De Micheli G.,2021,IEEE Sensors Journal,Article,10,,,,
129,High-Speed Silicon Integrated Polarization Stabilizer Assisted By a Polarimeter,Liu W.; Liao J.; Cai H.; Yu Y.; Zhang X.,2022,Journal of Lightwave Technology,Article,6,,,,
130,Effects of dry needling on neuromuscular control of ankle stabilizer muscles and center of pressure displacement in basketball players with chronic ankle instability: A single-blinded randomized controlled trial,López-González L.; Falla D.; Lázaro-Navas I.; Lorenzo-Sánchez-aguilera C.; Rodríguez-Costa I.; Pecos-Martín D.; Gallego-Izquierdo T.,2021,International Journal of Environmental Research and Public Health,Article,5,,,,
131,Underwater Target Tracking Control of an Untethered Robotic Fish with a Camera Stabilizer,Yu J.; Wu Z.; Yang X.; Yang Y.; Zhang P.,2021,"IEEE Transactions on Systems, Man, and Cybernetics: Systems",Article,23,,,,
132,Stabilizing Triglyceride in Methanol Emulsions via a Magnetic Pickering Interfacial Catalyst for Efficient Transesterification under Static Conditions,Zhang H.; Yu S.; Cao S.; Liu X.; Tang J.; Zhu L.; Ji J.; Wang J.,2021,ACS Omega,Article,4,,,,
133,"Highly stretchable, durable, and transient conductive hydrogel for multi-functional sensor and signal transmission applications",Ye Y.; Jiang F.,2022,Nano Energy,Article,29,,,,
134,Design and Analysis of Novel Complex Order Optimal Power System Stabilizers,Latthe A.A.; Tare A.V.; Pande V.N.,2022,"2022 IEEE Conference on Interdisciplinary Approaches in Technology and Management for Social Innovation, IATMSI 2022",Conference paper,0,,,,
135,Dynamical signatures of rank-2 U(1) spin liquids,Zhang E.Z.; Buessen F.L.; Kim Y.B.,2022,Physical Review B,Article,3,,,,
136,Highly sensitive electrochemical sensor based on xylan-based Ag@CQDs-rGO nanocomposite for dopamine detection,Han G.; Cai J.; Liu C.; Ren J.; Wang X.; Yang J.; Wang X.,2021,Applied Surface Science,Article,46,,,,
137,One-Pot Synthesis of a Three-Dimensional Au-Decorated Cellulose Nanocomposite as a Surface-Enhanced Raman Scattering Sensor for Selective Detection and in Situ Monitoring,Hu X.; Yang B.; Wen X.; Su J.; Jia B.; Fu F.; Zhang Y.; Yu Q.; Liu X.,2021,ACS Sustainable Chemistry and Engineering,Article,11,,,,
138,Copper ions assisted fluorescent detection of some dithiocarbamates based on nickel nanocluster with aggregation-induced emission enhancement behavior,Cheng Z.; Gu L.; Zhao Y.; Yang L.; Chen L.; Wang T.; Luo M.; Wei J.; Li P.,2022,Journal of Hazardous Materials,Article,12,,,,
139,Reversible Covalent Imine-Tethering for Selective Stabilization of 14-3-3 Hub Protein Interactions,Cossar P.J.; Wolter M.; Van Dijck L.; Valenti D.; Levy L.M.; Ottmann C.; Brunsveld L.,2021,Journal of the American Chemical Society,Article,20,,,,
140,Structure-activity relationship of diameter controlled Ag@Cu nanoparticles in broad-spectrum antibacterial mechanism,Valdez-Salas B.; Beltrán-Partida E.; Zlatev R.; Stoytcheva M.; Gonzalez-Mendoza D.; Salvador-Carlos J.; Moreno-Ulloa A.; Cheng N.,2021,Materials Science and Engineering C,Article,16,,,,
141,An observational study of a cross platform risk assessment mobile application in a forensic inpatient setting,McLoughlin L.; Carey C.; Dooley S.; Kennedy H.; McLoughlin I.,2021,Journal of Psychiatric Research,Article,2,,,,
142,Network Module analysis of bipolar disorder mechanism deciphers underlying pathways,Rahnama M.; Mohammadian A.; Aarabi S.,2022,Informatics in Medicine Unlocked,Article,1,,,,
143,QbD Consideration for Developing a Double-Layered Tablet into a Single-Layered Tablet with Telmisartan and Amlodipine,Kim J.-E.; Park Y.-J.,2022,Pharmaceutics,Article,4,,,,
144,The fixed-point landing of the quad-rotor UAV based on YOLOv5,Li X.; Li Y.; Zhu H.,2022,"Proceedings - 2022 Chinese Automation Congress, CAC 2022",Conference paper,0,,,,
145,Robust design of power system stabilizers using improved harris hawk optimizer for interconnected power system,Chaib L.; Choucha A.; Arif S.; Zaini H.G.; El-Fergany A.; Ghoneim S.S.M.,2021,Sustainability (Switzerland),Article,10,,,,
146,Mental health and illness of medical students and newly graduated doctors during the pandemic of SARS-Cov-2/COVID-19,Ferreira L.C.; Amorim R.S.; Campos F.M.M.; Cipolotti R.,2021,PLoS ONE,Article,16,,,,
147,Rubi-colored crops with built-in ketocarotenoid biosynthetic pathway,Jeong Y.S.; Ku H.-K.; Lee J.-Y.; Lee D.; Ha S.-H.,2021,Plant Biotechnology Reports,Review,0,,,,
148,Comprehensive Chemical Description of Pyrolysis Chars from Low-Density Polyethylene by Thermal Analysis Hyphenated to Different Mass Spectrometric Approaches,Friederici L.; Schneider E.; Burnens G.; Streibel T.; Giusti P.; Rüger C.P.; Zimmermann R.,2021,Energy and Fuels,Article,8,,,,
149,Green and facile synthesis of polyethyleneimine-protected fluorescent silver nanoclusters for the highly specific biosensing of curcumin,Cai Z.; Wu L.; Xi J.; Hao E.; Qi K.,2021,Colloids and Surfaces A: Physicochemical and Engineering Aspects,Article,13,,,,
150,Fabrication of di-selective adsorption platform based on deep eutectic solvent stabilized magnetic polydopamine: Achieving di-selectivity conversion through adding CaCl2,Wei X.; Wang Y.; Chen J.; Liu Z.; Xu F.; He X.; Li H.; Zhou Y.,2021,Chemical Engineering Journal,Article,17,,,,
151,Design of Wide-Area Damping Controller Based on Modulation of Active Power Demand,Prakash A.; Kumar K.; Parida S.K.,2022,"2022 IEEE IAS Global Conference on Emerging Technologies, GlobConET 2022",Conference paper,1,,,,
152,Methods of Improving Technical and Functional Characteristics of Serial Budget Microprocessor Platforms,Lebediev V.A.; Laktionov I.S.; Vovna O.V.; Kabanets M.M.; Sahaida P.I.; Dobrovolska L.O.,2022,Journal Europeen des Systemes Automatises,Article,0,,,,
153,Zepto molar miRNA-21 detection in gold Nano-islands platform toward early cancer screening,Parchekani J.; Hashemzadeh H.; Allahverdi A.; Siampour H.; Abbasian S.; Moshaii A.; Naderi-Manesh H.,2021,Sensing and Bio-Sensing Research,Article,8,,,,
154,Cromolyn inhibits the secretion of inflammatory cytokines by human microglia (HMC3),Wang Y.-J.; Monteagudo A.; Downey M.A.; Ashton-Rickardt P.G.; Elmaleh D.R.,2021,Scientific Reports,Article,20,,,,
155,Functionalized silver nanoparticles-based efficient colorimetric platform: Effects of surface capping agents on the sensing response of thiram pesticide in environmental water samples,Hoang V.-T.; Dinh N.X.; Nhat Trang N.L.; Khi N.T.; Quy N.V.; Tuan P.A.; Tri D.Q.; Thang L.H.; Huy T.Q.; Le A.-T.,2021,Materials Research Bulletin,Article,18,,,,
156,Microwave-assisted phosphorylation of organosolv lignin: new bio-additives for improvement of epoxy resins performance,Marciano S.J.; Avelino F.; da Silva L.R.R.; Mazzetto S.E.; Lomonaco D.,2022,Biomass Conversion and Biorefinery,Article,8,,,,
157,Newly Developed Aqueous Paraffin Inhibitor Dispersion Provides Flow Assurance During and After Stimulation,Xu L.; Sirak S.; Schenderlein H.; Meister C.; Kakadjian S.,2022,Proceedings - SPE Annual Technical Conference and Exhibition,Conference paper,0,,,,
158,A Bi2S3-embedded gellan gum hydrogel for localized tumor photothermal/antiangiogenic therapy,Wu Y.; Liang Y.; Liu Y.; Hao Y.; Tao N.; Li J.; Sun X.; Zhou M.; Liu Y.-N.,2021,Journal of Materials Chemistry B,Article,17,,,,
159,Facile synthesis of metal-organic frameworks embedded in interconnected macroporous polymer as a dual acid-base bifunctional catalyst for efficient conversion of cellulose to 5-hydroxymethylfurfural,Wei Y.; Zhang Y.; Li B.; Guan W.; Yan C.; Li X.; Yan Y.,2022,Chinese Journal of Chemical Engineering,Article,5,,,,
160,Ultra-Fast Label-Free Serum Metabolic Diagnosis of Coronary Heart Disease via a Deep Stabilizer,Zhang M.; Huang L.; Yang J.; Xu W.; Su H.; Cao J.; Wang Q.; Pu J.; Qian K.,2021,Advanced Science,Article,25,,,,
161,Protein nanocage-stabilized Pickering emulsions,Lim S.; Salentinig S.,2021,Current Opinion in Colloid and Interface Science,Review,7,,,,
162,Electrochemical sensor based on reduced graphene oxide incorporated with magnetite and silver nanoparticles composite electrode for determination of dopamine,Rosli A.R.M.; Noorashikin M.S.; Yusoff F.,2021,Journal of the Electrochemical Society,Article,3,,,,
163,All-optical Mobile FSO Transceiver with High-Speed Laser Beam Steering and Tracking,Bekkali A.; Fujita H.; Hattori M.; Hara Y.; Umezawa T.; Kanno A.,2022,"2022 European Conference on Optical Communication, ECOC 2022",Conference paper,1,,,,
164,"Tuning the selectivity of phenol hydrogenation using Pd, Rh and Ru nanoparticles supported on ceria- and titania-modified silicas",Vono L.L.R.; Broicher C.; Philippot K.; Rossi L.M.,2021,Catalysis Today,Article,13,,,,
165,3D Hierarchical Nanoarchitecture AuNPs/MXene@PAMAM based Biosensor for cTnT Detection in Human Serum*,Liu X.; Qiu Y.; Wan H.; Zhuang L.; Wang P.,2021,"Proceedings of the 16th Annual IEEE International Conference on Nano/Micro Engineered and Molecular Systems, NEMS 2021",Conference paper,1,,,,
166,Gelucire®-mediated heterometallic AgAu nanohybrid engineering for femtomolar cysteine detection using smartphone-based plasmonics technology,Rai A.; Bhaskar S.; Ganesh K.M.; Ramamurthy S.S.,2022,Materials Chemistry and Physics,Article,21,,,,
167,Dental resins used in 3D printing technologies release ovo-toxic leachates,Rogers H.B.; Zhou L.T.; Kusuhara A.; Zaniker E.; Shafaie S.; Owen B.C.; Duncan F.E.; Woodruff T.K.,2021,Chemosphere,Article,15,,,,
168,In vivo human whole-brain Connectom diffusion MRI dataset at 760 µm isotropic resolution,Wang F.; Dong Z.; Tian Q.; Liao C.; Fan Q.; Hoge W.S.; Keil B.; Polimeni J.R.; Wald L.L.; Huang S.Y.; Setsompop K.,2021,Scientific Data,Data paper,20,,,,
169,Mitigating Coherent Noise by Balancing Weight-2 Z-Stabilizers,Hu J.; Liang Q.; Rengaswamy N.; Calderbank R.,2022,IEEE Transactions on Information Theory,Conference paper,1,,,,
170,In situ synthesis of red fluorescent gold nanoclusters with enzyme-like activity for oxidative stress amplification in chemodynamic therapy,Mi W.; Tang S.; Guo S.; Li H.; Shao N.,2022,Chinese Chemical Letters,Article,12,,,,
171,MOTION PERFORMANCE of MINIATURIZED SPAR-BUOY with RING-FIN MOTION STABILIZER for WIND OBSERVATIONS by DOPPLER LIDAR and DEVELOPMENT of STABILIZED PLATFORM to MOUNT the DOPPLER LIDER,Yamamoto Y.; Kinugasa M.; Morita M.; Katayama T.,2022,Proceedings of the International Conference on Offshore Mechanics and Arctic Engineering - OMAE,Conference paper,0,,,,
172,Efficacy and safety of supraphysiologic doses of levothyroxine for patients with bipolar depression in adults: A systematic review,George S.; Maiti R.; Mishra A.; Ranjan Mishra B.; Jena M.,2022,Journal of Psychopharmacology,Review,3,,,,
173,Ionic liquid-containing non-aqueous Pickering emulsions prepared with sterically-stabilized polymer nanoparticles: A highly efficient platform for Knoevenagel reaction,Gao Y.; Sun C.; Qi C.,2021,Colloids and Surfaces A: Physicochemical and Engineering Aspects,Article,4,,,,
174,Design analysis of suitcase stabilizer and zipper protector,"Musofa A.; Nugroho A.A.; Yuniardi T.; Kurniawan R.T.; Sahroni T.R., Taufik@binus.edu",2021,IOP Conference Series: Earth and Environmental Science,Conference paper,1,,,,
175,Efficacy and safety of platform myocardial stabilizer for off-pump coronary artery bypass grafting,Abdurakhmanov A.; Obeıd M.,2022,Journal of Experimental and Clinical Medicine (Turkey),Article,0,,,,
176,Analysis of Technical Performance of PSS2 Based on An Active Power Oscillation Accident of generator,Zhang G.; Liang H.; Xie H.; Wu T.; Shi Y.; Zhao Y.; Yan Y.; Guo Z.; Guo J.; Liu L.; Tan Q.,2021,Journal of Physics: Conference Series,Conference paper,1,,,,
177,Transient stability analysis of IEEE 9-bus system integrated with DFIG and SCIG based wind turbines,Ramlochun B.; Vaithilingam C.A.; Alsakati A.A.; Alnasseir J.,2021,Journal of Physics: Conference Series,Conference paper,2,,,,
178,CSS Codes that are Oblivious to Coherent Noise,Hu J.; Liang Q.; Rengaswamy N.; Calderbank R.,2021,IEEE International Symposium on Information Theory - Proceedings,Conference paper,2,,,,
179,Eriobotrya japonica assisted green synthesis of g-C3N4 nanocomposites and its exceptional photoactivities for doxycycline and rhodamine B degradation with mechanism insight,Khan S.; Wan C.; Chen J.; Khan I.; Luo M.; Wang C.,2021,Journal of the Chinese Chemical Society,Article,9,,,,
180,The MIR137 VNTR rs58335419 Is Associated with Cognitive Impairment in Schizophrenia and Altered Cortical Morphology,Mahmoudi E.; Atkins J.R.; Quidé Y.; Reay W.R.; Cairns H.M.; Fitzsimmons C.; Carr V.J.; Green M.J.; Cairns M.J.,2021,Schizophrenia Bulletin,Article,8,,,,
181,An innovative strategy for construction of pH-responsive supramolecular hydrogel from graphene quantum dots clusters toward integration of detection and removal of uranium,Ding J.; Zhou X.; Huang Y.; Chen B.; Chen S.; Jin Y.; Yang Y.; Pan N.; Xu C.; Chen J.; Xia C.,2022,Applied Surface Science,Article,5,,,,
